id|date|time|timezone|user_id|username|tweet|replies|retweets|likes|location|hashtags|link
951138755527741440|2018-01-10|17:08:45|GTB Standard Time|635523|markjardine|Cryptocurrency mining is making it awfully hard for gamers to upgrade their GPU these days. Seems like the 1080ti is sold out everywhere (or for sale at ridiculous prices). <Emoji: Expressionless face>|7|11|25||[]|https://twitter.com/markjardine/status/951138755527741440/
951135680897236993|2018-01-10|16:56:32|GTB Standard Time|938249773231910912|jaclyn_________|one thing is for sure... i have never laughed or (wanted to) cry so much in one month. <Emoji: Face with tears of joy><Emoji: Loudly crying face><Emoji: Face with tears of joy><Emoji: Loudly crying face><Emoji: Face with tears of joy><Emoji: Loudly crying face> #cryptofam #cryptofamily #cryptotwitter #cryptocurrency  pic.twitter.com/gLfn1U3rqI|2|0|6||['#cryptofam', '#cryptofamily', '#cryptotwitter', '#cryptocurrency']|https://twitter.com/jaclyn_________/status/951135680897236993/
951133336646365184|2018-01-10|16:47:13|GTB Standard Time|143183713|OnlyJustLucy|My mum is too obsessed with cryptocurrency.... @OnlyJustAnn <Emoji: Face with rolling eyes>|2|0|3||[]|https://twitter.com/OnlyJustLucy/status/951133336646365184/
951100417554960384|2018-01-10|14:36:24|GTB Standard Time|904012657476456448|cointello|<Emoji: Pouting face> OMG, what are you doing? How difficult is it to buy SONM tokens and HODL, instead of buying Nigerian scam coins!? 100x is not enough for You? Good Luck! #FINA #SONM $btc $trx $iota $ltc $xrb $xvg $bcc $ctr $snm #bitcoin #altcoin #blockchain #cryptocurrency $crypto #binance pic.twitter.com/xJNNwKGUQq|0|2|6||['#FINA', '#SONM', '#bitcoin', '#altcoin', '#blockchain', '#cryptocurrency', '#binance']|https://twitter.com/cointello/status/951100417554960384/
951100375813316608|2018-01-10|14:36:14|GTB Standard Time|877137396197883904|KraToZz94|So keen to see what comes next for #verge<Emoji: Collision symbol><Emoji: Rocket><Emoji: Face screaming in fear> almost done with flushing out the weak hands and the correction <Emoji: Person raising both hands in celebration><Emoji: Collision symbol> This is going to be a massive weekend for verge, looking extremely Bullish<Emoji: Person raising both hands in celebration><Emoji: Collision symbol><Emoji: Rocket>@vergecurrency #xvg $xvg #HODL #cryptocurrency|3|15|26||['#verge', '#xvg', '#HODL', '#cryptocurrency']|https://twitter.com/KraToZz94/status/951100375813316608/
951098867734515713|2018-01-10|14:30:15|GTB Standard Time|125565843|iamYURY|I put my life savings into crypto currency in December and I’ve only made 70% returns <Emoji: Unamused face> i should’ve kept it in government bonds|1|0|1||[]|https://twitter.com/iamYURY/status/951098867734515713/
951089704199389184|2018-01-10|13:53:50|GTB Standard Time|943067130085376000|jptosca74|Buffett on cyrptocurrencies: 'I can say almost with certainty that they will come to a bad ending' <Emoji: Face with rolling eyes>#cryptocurrency #Crypto #CryptoNews #CNBC #trading #trade #coinsmarkets #Coinmarketcap #coin https://www.cnbc.com/2018/01/10/buffett-says-cyrptocurrencies-will-almost-certainly-end-badly.html …|2|0|0||['#cryptocurrency', '#Crypto', '#CryptoNews', '#CNBC', '#trading', '#trade', '#coinsmarkets', '#Coinmarketcap', '#coin']|https://twitter.com/jptosca74/status/951089704199389184/
951073996396777473|2018-01-10|12:51:25|GTB Standard Time|605339136|naufiryal|@KakocakTalk hehe eta mah tentang cryptocurrency, mata uang digital cak. sugan teh kamu udah poho sama aku <Emoji: Loudly crying face>wkwk aya waee, dmn ayeuna?|1|0|0||[]|https://twitter.com/naufiryal/status/951073996396777473/
951002740192366592|2018-01-10|08:08:16|GTB Standard Time|2297584760|willis512tx|Now that ive mined 4 dollars worth of cryptocurrency in 3 days im starting to think this might not be a bad idea to run 3 setups at once. If this is 2500 at the end of the year ill have over 10k at this slow ass mining speed <Emoji: Loudly crying face> (assuming i transfer for same cash value usd.)|1|0|3||[]|https://twitter.com/willis512tx/status/951002740192366592/
950993325401747457|2018-01-09|07:30:52|GTB Standard Time|436812091|Brad2pointO|@netflix @justinsuntron Great news, only wish it would've come on a day when 50 billion hadn't been pulled from cryptocurrency <Emoji: Disappointed face>|3|0|4||[]|https://twitter.com/Brad2pointO/status/950993325401747457/
950985421638512640|2018-01-09|06:59:27|GTB Standard Time|950828231933952002|BTCScionCapital|UGH...honestly this is just annoying <Emoji: Face with rolling eyes> If profit I make from a sale goes straight into another coin I’m just reinvesting it. I’m not using it as income? #cryptocurrency #investing #taxes https://twitter.com/cryptocoin_wire/status/950872315633418241 …|1|0|1||['#cryptocurrency', '#investing', '#taxes']|https://twitter.com/BTCScionCapital/status/950985421638512640/
950982938140688384|2018-01-09|06:49:35|GTB Standard Time|38708874|lpolovets|@ranreichman Yeah, I suspect there's little difference in the eye of the law (although IANAL). Also, recent news has shown you don't have to build a cryptocurrency, you just have to announce it. <Emoji: Face with rolling eyes>|1|0|1||[]|https://twitter.com/lpolovets/status/950982938140688384/
950968211440394240|2018-01-09|05:51:04|GTB Standard Time|877137396197883904|KraToZz94|#Utrust is absolutely smashing through all barriers<Emoji: Collision symbol><Emoji: Rocket><Emoji: Face screaming in fear> past $1 yesterday and on the way to $2 already<Emoji: Face screaming in fear> in 2 days it gets listed on @hitbtc and @OKEx_ <Emoji: Face screaming in fear><Emoji: Person raising both hands in celebration> @UTRUST_Official #UTK $UTK #cryptocurrency #HODL|0|1|10||['#Utrust', '#UTK', '#cryptocurrency', '#HODL']|https://twitter.com/KraToZz94/status/950968211440394240/
950962435862777857|2018-01-09|05:28:07|GTB Standard Time|18669892|jukkan|Did a random googling of Kodak to see if the film company still exists. Well, turns out they launched a cryptocurrency yesterday, so everything's obviously going swell<Emoji: Face with rolling eyes>  https://www.theverge.com/2018/1/9/16869998/kodak-kodakcoin-blockchain-platform-ethereum-ledger-stock-price …|1|1|0||[]|https://twitter.com/jukkan/status/950962435862777857/
950933054129926149|2018-01-09|03:31:22|GTB Standard Time|807672878879637504|Skies_Art|@ShawnAbner @gamerplustwo I don't understand crypto currency at all. <Emoji: Face with cold sweat> if anyone wants to be kind enough to tip, I have a ko-fi link on my profile.|3|0|1||[]|https://twitter.com/Skies_Art/status/950933054129926149/
950895107049312256|2018-01-09|01:00:34|GTB Standard Time|758339641569226753|Rembrandt_972|I spend at least $30k/year with @eBay That will become exponentially less moving forward since they don't accept #cryptocurrency and I'm transitioning to sites that do. Don't make this goodbye, Ebay. <Emoji: Crying face>|1|1|0||['#cryptocurrency']|https://twitter.com/Rembrandt_972/status/950895107049312256/
950880440088518656|2018-01-09|00:02:18|GTB Standard Time|51338208|Ybobya|@TheLivingHeru Where do you look up this stuff? I swear I am like a lost puppy trying to figure cryptocurrency out <Emoji: Loudly crying face><Emoji: Loudly crying face>|1|0|0||[]|https://twitter.com/Ybobya/status/950880440088518656/
950875256167849986|2018-01-09|23:41:42|GTB Standard Time|942922148863148032|Numismatiques|<Emoji: Winking face> #Visa thought it would shake up BTC holders <Emoji: Disappointed face> I'm selling BTC for #telegram #ton <Emoji: Rolling on the floor laughing> soon! #cryptocurrency #crypto #cryptocurrencynews #bitcoin #Blockchain #ethereum #ada #QASH #Stellar #TRON #altcoins #experty https://www.ccn.com/visa-crackdown-on-bitcoin-and-cryptocurrency-debit-cards-no-big-impact/ …|2|0|2||['#Visa', '#telegram', '#ton', '#cryptocurrency', '#crypto', '#cryptocurrencynews', '#bitcoin', '#Blockchain', '#ethereum', '#ada', '#QASH', '#Stellar', '#TRON', '#altcoins', '#experty']|https://twitter.com/Numismatiques/status/950875256167849986/
950858360030683136|2018-01-09|22:34:33|GTB Standard Time|568581879|Thirty_30_12|@WAXONTRAX Yeah it's peak for them <Emoji: Loudly crying face><Emoji: Loudly crying face> but governments can intervene & help them. For example China made cryptocurrency illegal. Interested age we live in I wonder if money will get innovated <Emoji: Face screaming in fear>|1|0|0||[]|https://twitter.com/Thirty_30_12/status/950858360030683136/
950841782425804802|2018-01-09|21:28:41|GTB Standard Time|891708489961275393|CryptoAxe|... personal suggestion, keep an eye on #IND token, volume, chart, M.Cap ... I say it is about to take off ... #ETH #cryptocurrency @joinindorse #0x #btc #investments #mooning #cryptokitties #blockchain <Emoji: Smirking face>|1|0|1||['#IND', '#ETH', '#cryptocurrency', '#0x', '#btc', '#investments', '#mooning', '#cryptokitties', '#blockchain']|https://twitter.com/CryptoAxe/status/950841782425804802/
950832396395532289|2018-01-09|20:51:23|GTB Standard Time|48544284|neirajones|6 Ways To Regulate Cryptocurrency Without Killing It https://buff.ly/2FjpwtM  #fintech #regulationvia Rowland Manthorpe <Emoji: Face with open mouth> & Akram Hussein https://plus.google.com/+NeiraJones/posts/QtCJmHATU2J …|1|6|4||['#fintech', '#regulationvia']|https://twitter.com/neirajones/status/950832396395532289/
950825049849810944|2018-01-09|20:22:12|GTB Standard Time|1643500784|francispouliot_|Wow, we were JUST starting this morning to research and test SecureDrop as a way for clients to send us sensitive cryptocurrency data... what a tragedy <Emoji: Frowning face>  https://twitter.com/bartongellman/status/950815710422368257 …|0|0|6||[]|https://twitter.com/francispouliot_/status/950825049849810944/
950821743995764736|2018-01-09|20:09:03|GTB Standard Time|713317665394262016|corneliagustafz|Too bad I didn’t invest in #cryptocurrency last year <Emoji: Face with rolling eyes> #crypto #investments #trading…  https://www.instagram.com/p/Bdvdh35lDf0/ |1|0|2||['#cryptocurrency', '#crypto', '#investments', '#trading']|https://twitter.com/corneliagustafz/status/950821743995764736/
950787623886381056|2018-01-09|17:53:28|GTB Standard Time|938249773231910912|jaclyn_________|#mana creeping up today - I made a mistake and bought them originally at $0.08 then sold for $0.10 because they weren’t doing anything <Emoji: Confused face> then they suddenly shot up and I rebought at $0.20. Don’t be like me <Emoji: Face with tears of joy> #cryptocurrency #cryptocoins #CryptocurrencyNews #cryptotwitter pic.twitter.com/isotQC2bvT|2|1|4||['#mana', '#cryptocurrency', '#cryptocoins', '#CryptocurrencyNews', '#cryptotwitter']|https://twitter.com/jaclyn_________/status/950787623886381056/
950761050747691008|2018-01-09|16:07:53|GTB Standard Time|289401424|Redevilz4life|Coin Alert: this little gem is going to explode $LUN Lunyr. This is Wiki of blockchain where you share knowledge. Total circulation of 2.7m ONLY <Emoji: Face with open mouth><Emoji: Face with open mouth> #cryptocurrency #LUN $XRP $BTC $ETH $XVG $TRX|2|1|7||['#cryptocurrency', '#LUN']|https://twitter.com/Redevilz4life/status/950761050747691008/
950731211990806528|2018-01-09|14:09:19|GTB Standard Time|949077209007960064|FirstFrontierBC|"Jamie Dimon, who runs one of the largest investment companies in the world, says he ""isn't interested that much in the subject"" of bitcoin, or cryptocurrency - the world's hottest speculative investment vehicles.Sure, dude. Makes sense. <Emoji: Face with rolling eyes>#btc #ltc #eth #trx #xvg #zrx pic.twitter.com/nsVrGkbPKc"|1|0|1||['#btc', '#ltc', '#eth', '#trx', '#xvg', '#zrx']|https://twitter.com/FirstFrontierBC/status/950731211990806528/
950682206917267456|2018-01-09|10:54:35|GTB Standard Time|1598417148|tobie_eniafe|It's only in the crypto currency world that you'd go to bed with 1million and wake up with 400k <Emoji: Weary face><Emoji: Weary face>|1|0|0||[]|https://twitter.com/tobie_eniafe/status/950682206917267456/
950664494807580672|2018-01-09|09:44:12|GTB Standard Time|914442320723849216|ALHDZMXN|Wow.. Don't drunk buy crypto. Totally just bought LTC with the wrong account. All sales final <Emoji: Persevering face> Hope to never regret this  lol <Emoji: Clinking beer mugs>#litecoin #cryptocurrency #drunkbuybuybuy $ltc #ltc|1|0|2||['#litecoin', '#cryptocurrency', '#drunkbuybuybuy', '#ltc']|https://twitter.com/ALHDZMXN/status/950664494807580672/
950653349166243841|2018-01-09|08:59:55|GTB Standard Time|558322559|AndreyMamon|Seriously... I could freak out about what's happening with #Tron <Emoji: Pouting face> How can people keep selling over 40,000 of them at this prices?!?!?!#cryptocurrency #crypto #TRX|1|2|2||['#Tron', '#cryptocurrency', '#crypto', '#TRX']|https://twitter.com/AndreyMamon/status/950653349166243841/
950616895857704966|2018-01-08|06:35:04|GTB Standard Time|80967673|rtpsnd|So apparently japanese banks will start using cryptocurrency-like transactional concept that's scheduled on march. Well if it's a success, it'd be a huge advantage for Japan's problem of economy. Otherwise, otherwiseee... <Emoji: Face with cold sweat><Emoji: Face with cold sweat>|1|0|0||[]|https://twitter.com/rtpsnd/status/950616895857704966/
950606303365394433|2018-01-08|05:52:58|GTB Standard Time|786383187249238016|SteadfastCrypto|Another #Cryptocurrency #giveaway this time for 100,000 $DOGE <Emoji: Face with open mouth and cold sweat> <Emoji: Rocket> https://twitter.com/TheCryptoDog/status/950241397722042368 …|1|0|1||['#Cryptocurrency', '#giveaway']|https://twitter.com/SteadfastCrypto/status/950606303365394433/
950591298729324544|2018-01-08|04:53:21|GTB Standard Time|939180555693936640|cryptocreative1|Not great news for  #sonm #snm token.  What a pity such a great project.  Watch this space b4 investing:  https://www.businesswire.com/news/home/20171130006290/en/INVESTOR-ALERT-Levi-Korsinsky-LLP-Notifies-Investors … #bitcoin #BitcoinFutures #cryptocurrency #altcoins <Emoji: Frowning face><Emoji: Frowning face><Emoji: Frowning face><Emoji: Frowning face><Emoji: Frowning face><Emoji: Frowning face>|3|0|1||['#sonm', '#snm', '#bitcoin', '#BitcoinFutures', '#cryptocurrency', '#altcoins']|https://twitter.com/cryptocreative1/status/950591298729324544/
950577063806799872|2018-01-08|03:56:47|GTB Standard Time|2261234627|javonchy|If you're interested in cryptocurrency please do research before you start investing <Emoji: Disappointed but relieved face>. And if you're not interested, at least educate yourself <Emoji: Thumbs up sign>|2|0|2||[]|https://twitter.com/javonchy/status/950577063806799872/
950566637287198720|2018-01-08|03:15:21|GTB Standard Time|905696324712095745|LaunchApollo|Don’t worry guys! Redchain just went out to buy some cigarettes <Emoji: Upside-down face>. On a serious note <Emoji: Top hat>. Groups such as Redchain or Dadi are destroying our trust in ICO’s <Emoji: Disappointed face>. Here is a message to all the intentional scammers out there: #cryptocurrency #redchain #ICO pic.twitter.com/4e5pLw7Dj6|1|0|1||['#cryptocurrency', '#redchain', '#ICO']|https://twitter.com/LaunchApollo/status/950566637287198720/
950527289019772929|2018-01-08|00:39:00|GTB Standard Time|394388380|PonyboyPearson|When YOU put the HOOD on #Bitcoin <Emoji: Personal computer> <Emoji: Chart with upwards trend><Emoji: Money bag><Emoji: Face with tears of joy><Emoji: Face with tears of joy><Emoji: Loudly crying face><Emoji: Loudly crying face><Emoji: Loudly crying face><Emoji: Hundred points symbol><Emoji: Hundred points symbol> Secure your #cryptocurrency bag <Emoji: Briefcase><Emoji: Money bag>but don’t forget to SHARE your knowledge <Emoji: Woman bowing deeply (medium dark skin tone)>Put the hood on! We all need to eat in 2018 <Emoji: Confetti ball><Emoji: Person with folded hands (medium dark skin tone)> #RespectTheProcess <Emoji: Horse racing (dark skin tone)> pic.twitter.com/7JZdmgfMln|0|6|11||['#Bitcoin', '#cryptocurrency', '#RespectTheProcess']|https://twitter.com/PonyboyPearson/status/950527289019772929/
950515403834273795|2018-01-08|23:51:46|GTB Standard Time|765722268|tipi04|NEETCOIN 公式プールがついに復活！！通信量増加で停止していたNEETCOIN公式プールが昨日より再稼働、POWマイニングをしてみたい方はプールへGO♬（元々POW少ない仕様＆外国ガチ勢が多数で、あまり掘れないけど…<Emoji: Face with cold sweat>）#NEETCOIN #ニート #cryptocurrency $NEET #仮想通貨 https://pool.neetcoin.jp |1|12|22||['#NEETCOIN', '#ニート', '#cryptocurrency', '#仮想通貨']|https://twitter.com/tipi04/status/950515403834273795/
950487005208641536|2018-01-08|21:58:55|GTB Standard Time|30302587|_aishasha|Who can teach me about crypto currency<Emoji: Loudly crying face>|2|0|0||[]|https://twitter.com/_aishasha/status/950487005208641536/
950415588240887811|2018-01-08|17:15:08|GTB Standard Time|946438362310864897|CryptoWill_|What apps do people recommend to track their portfolio, Blockfolio is killing me <Emoji: Flushed face><Emoji: Loudly crying face> #cryptocurrency|1|0|1||['#cryptocurrency']|https://twitter.com/CryptoWill_/status/950415588240887811/
950413696152555520|2018-01-08|17:07:37|GTB Standard Time|923152380165808129|Cripters_|¿Qué ha pasado hoy? <Emoji: Loudly crying face>#BuenLunes No os asustéis chavales. Todo acabará recuperándose. #HODL#criptomonedas #crypto #cryptocurrency$BTC $ETH $XRP $LTC $XMR $BCH $IOTA $NEO $DASH $XRB $XVG $ZEC $LISK $STRAT $STEEM $DGB $WAVES $KMD $DRGN pic.twitter.com/lnIr04bSmw|4|0|3||['#BuenLunes', '#HODL', '#criptomonedas', '#crypto', '#cryptocurrency']|https://twitter.com/Cripters_/status/950413696152555520/
950407582803357696|2018-01-08|16:43:20|GTB Standard Time|900896860289642500|MidinHashim|@cryptfx He’s giving a bad image to cryptocurrency usage..<Emoji: Weary face>|1|0|2||[]|https://twitter.com/MidinHashim/status/950407582803357696/
950401631417454594|2018-01-08|16:19:41|GTB Standard Time|942834437313753088|BitWalker_|Cryptocurrency world has gone mad. Newbies are buying coins today and wanna be rich tomorrow...  For God sake, people were holding their $BTC for 5-6 years <Emoji: Persevering face>$via $btc $xrp $ada $xlm $omg $strat $ven $zrx $sub $link $poe $ubq $qsp $xby $snm $dct $rlc $dnt $trst $msp #drgn $zcl pic.twitter.com/gkagrziRxR|1|6|32||['#drgn']|https://twitter.com/BitWalker_/status/950401631417454594/
950397128890658816|2018-01-08|16:01:47|GTB Standard Time|888823430174212097|cryptoshithead|I don’t want to see any <Emoji: Crying face>or <Emoji: Loudly crying face> when $MUSIC <Emoji: Fire>blows up and goes past the moon <Emoji: New moon with face> to mars.Listen to @Top500Crypto, buy $Music right now, and HODL tight.<Emoji: Banknote with yen sign><Emoji: Banknote with euro sign><Emoji: Banknote with dollar sign><Emoji: Rocket><Emoji: New moon with face><Emoji: Fire>#cryptocurrency #Crypto #BTC|1|4|5||['#cryptocurrency', '#Crypto', '#BTC']|https://twitter.com/cryptoshithead/status/950397128890658816/
950388132595294208|2018-01-08|15:26:02|GTB Standard Time|1938248744|notpooja|i hate myself for jumping on the cryptocurrency train this late <Emoji: Face with cold sweat>|1|0|3||[]|https://twitter.com/notpooja/status/950388132595294208/
950382254261497856|2018-01-08|15:02:41|GTB Standard Time|943067130085376000|jptosca74|#cryptocurrency Update: Bloody Monday? Red Everywhere <Emoji: Face with symbols over mouth><Emoji: Japanese goblin><Emoji: Game die> https://hacked.com/cryptocurrency-update-bloody-monday/ …#ripple #xrp #ripplenet #Tron #TRX #Bitcoin #BTC #verge #eth #Ethereum #xvg #crypto #cryptocurrencies #news #Binance #Bitstamp #Coinbase #Bithumb #Bittrex #Bitfinex #Poloniex #hitbtc #kraken pic.twitter.com/VXV3zxLqeH|2|1|2||['#cryptocurrency', '#ripple', '#xrp', '#ripplenet', '#Tron', '#TRX', '#Bitcoin', '#BTC', '#verge', '#eth', '#Ethereum', '#xvg', '#crypto', '#cryptocurrencies', '#news', '#Binance', '#Bitstamp', '#Coinbase', '#Bithumb', '#Bittrex', '#Bitfinex', '#Poloniex', '#hitbtc', '#kraken']|https://twitter.com/jptosca74/status/950382254261497856/
